5: inc a.*
6: dec c.*
\d: jnz c -2.*

{a=12, b=0, c=0, d=0}
9: jnz d -2   {a=479006124, b=0, c=17, d=36}
10: inc a      {a=479006125, b=0, c=17, d=36}
11: dec d      {a=479006125, b=0, c=17, d=35}
9: jnz d -2   {a=479006125, b=0, c=17, d=35}
10: inc a      {a=479006126, b=0, c=17, d=35}
11: dec d      {a=479006126, b=0, c=17, d=34}
9: jnz d -2   {a=479006126, b=0, c=17, d=34}
10: inc a      {a=479006127, b=0, c=17, d=34}
11: dec d      {a=479006127, b=0, c=17, d=33}
9: jnz d -2   {a=479006127, b=0, c=17, d=33}
10: inc a      {a=479006128, b=0, c=17, d=33}
11: dec d      {a=479006128, b=0, c=17, d=32}
9: jnz d -2   {a=479006128, b=0, c=17, d=32}
10: inc a      {a=479006129, b=0, c=17, d=32}
11: dec d      {a=479006129, b=0, c=17, d=31}
9: jnz d -2   {a=479006129, b=0, c=17, d=31}
10: inc a      {a=479006130, b=0, c=17, d=31}
11: dec d      {a=479006130, b=0, c=17, d=30}
9: jnz d -2   {a=479006130, b=0, c=17, d=30}
10: inc a      {a=479006131, b=0, c=17, d=30}
11: dec d      {a=479006131, b=0, c=17, d=29}
9: jnz d -2   {a=479006131, b=0, c=17, d=29}
10: inc a      {a=479006132, b=0, c=17, d=29}
11: dec d      {a=479006132, b=0, c=17, d=28}
9: jnz d -2   {a=479006132, b=0, c=17, d=28}
10: inc a      {a=479006133, b=0, c=17, d=28}
11: dec d      {a=479006133, b=0, c=17, d=27}
9: jnz d -2   {a=479006133, b=0, c=17, d=27}
10: inc a      {a=479006134, b=0, c=17, d=27}
11: dec d      {a=479006134, b=0, c=17, d=26}
9: jnz d -2   {a=479006134, b=0, c=17, d=26}
10: inc a      {a=479006135, b=0, c=17, d=26}
11: dec d      {a=479006135, b=0, c=17, d=25}
9: jnz d -2   {a=479006135, b=0, c=17, d=25}
10: inc a      {a=479006136, b=0, c=17, d=25}
11: dec d      {a=479006136, b=0, c=17, d=24}
9: jnz d -2   {a=479006136, b=0, c=17, d=24}
10: inc a      {a=479006137, b=0, c=17, d=24}
11: dec d      {a=479006137, b=0, c=17, d=23}
9: jnz d -2   {a=479006137, b=0, c=17, d=23}
10: inc a      {a=479006138, b=0, c=17, d=23}
11: dec d      {a=479006138, b=0, c=17, d=22}
9: jnz d -2   {a=479006138, b=0, c=17, d=22}
10: inc a      {a=479006139, b=0, c=17, d=22}
11: dec d      {a=479006139, b=0, c=17, d=21}
9: jnz d -2   {a=479006139, b=0, c=17, d=21}
10: inc a      {a=479006140, b=0, c=17, d=21}
11: dec d      {a=479006140, b=0, c=17, d=20}
9: jnz d -2   {a=479006140, b=0, c=17, d=20}
10: inc a      {a=479006141, b=0, c=17, d=20}
11: dec d      {a=479006141, b=0, c=17, d=19}
9: jnz d -2   {a=479006141, b=0, c=17, d=19}
10: inc a      {a=479006142, b=0, c=17, d=19}
11: dec d      {a=479006142, b=0, c=17, d=18}
9: jnz d -2   {a=479006142, b=0, c=17, d=18}
10: inc a      {a=479006143, b=0, c=17, d=18}
11: dec d      {a=479006143, b=0, c=17, d=17}
9: jnz d -2   {a=479006143, b=0, c=17, d=17}
10: inc a      {a=479006144, b=0, c=17, d=17}
11: dec d      {a=479006144, b=0, c=17, d=16}
9: jnz d -2   {a=479006144, b=0, c=17, d=16}
10: inc a      {a=479006145, b=0, c=17, d=16}
11: dec d      {a=479006145, b=0, c=17, d=15}
9: jnz d -2   {a=479006145, b=0, c=17, d=15}
10: inc a      {a=479006146, b=0, c=17, d=15}
11: dec d      {a=479006146, b=0, c=17, d=14}
9: jnz d -2   {a=479006146, b=0, c=17, d=14}
10: inc a      {a=479006147, b=0, c=17, d=14}
11: dec d      {a=479006147, b=0, c=17, d=13}
9: jnz d -2   {a=479006147, b=0, c=17, d=13}
10: inc a      {a=479006148, b=0, c=17, d=13}
11: dec d      {a=479006148, b=0, c=17, d=12}
9: jnz d -2   {a=479006148, b=0, c=17, d=12}
10: inc a      {a=479006149, b=0, c=17, d=12}
11: dec d      {a=479006149, b=0, c=17, d=11}
9: jnz d -2   {a=479006149, b=0, c=17, d=11}
10: inc a      {a=479006150, b=0, c=17, d=11}
11: dec d      {a=479006150, b=0, c=17, d=10}
9: jnz d -2   {a=479006150, b=0, c=17, d=10}
10: inc a      {a=479006151, b=0, c=17, d=10}
11: dec d      {a=479006151, b=0, c=17, d=9}
9: jnz d -2   {a=479006151, b=0, c=17, d=9}
10: inc a      {a=479006152, b=0, c=17, d=9}
11: dec d      {a=479006152, b=0, c=17, d=8}
9: jnz d -2   {a=479006152, b=0, c=17, d=8}
10: inc a      {a=479006153, b=0, c=17, d=8}
11: dec d      {a=479006153, b=0, c=17, d=7}
9: jnz d -2   {a=479006153, b=0, c=17, d=7}
10: inc a      {a=479006154, b=0, c=17, d=7}
11: dec d      {a=479006154, b=0, c=17, d=6}
9: jnz d -2   {a=479006154, b=0, c=17, d=6}
10: inc a      {a=479006155, b=0, c=17, d=6}
11: dec d      {a=479006155, b=0, c=17, d=5}
9: jnz d -2   {a=479006155, b=0, c=17, d=5}
10: inc a      {a=479006156, b=0, c=17, d=5}
11: dec d      {a=479006156, b=0, c=17, d=4}
9: jnz d -2   {a=479006156, b=0, c=17, d=4}
10: inc a      {a=479006157, b=0, c=17, d=4}
11: dec d      {a=479006157, b=0, c=17, d=3}
9: jnz d -2   {a=479006157, b=0, c=17, d=3}
10: inc a      {a=479006158, b=0, c=17, d=3}
11: dec d      {a=479006158, b=0, c=17, d=2}
9: jnz d -2   {a=479006158, b=0, c=17, d=2}
10: inc a      {a=479006159, b=0, c=17, d=2}
11: dec d      {a=479006159, b=0, c=17, d=1}
9: jnz d -2   {a=479006159, b=0, c=17, d=1}
10: inc a      {a=479006160, b=0, c=17, d=1}
11: dec d      {a=479006160, b=0, c=17, d=0}
12: jnz d -2   {a=479006160, b=0, c=17, d=0}
13: dec c      {a=479006160, b=0, c=16, d=0}
8: jnz c -5   {a=479006160, b=0, c=16, d=0}
9: cpy 80 d   {a=479006160, b=0, c=16, d=80}
10: inc a      {a=479006161, b=0, c=16, d=80}
11: dec d      {a=479006161, b=0, c=16, d=79}
9: jnz d -2   {a=479006161, b=0, c=16, d=79}
10: inc a      {a=479006162, b=0, c=16, d=79}
11: dec d      {a=479006162, b=0, c=16, d=78}
9: jnz d -2   {a=479006162, b=0, c=16, d=78}
10: inc a      {a=479006163, b=0, c=16, d=78}
11: dec d      {a=479006163, b=0, c=16, d=77}
9: jnz d -2   {a=479006163, b=0, c=16, d=77}
10: inc a      {a=479006164, b=0, c=16, d=77}
11: dec d      {a=479006164, b=0, c=16, d=76}
9: jnz d -2   {a=479006164, b=0, c=16, d=76}
10: inc a      {a=479006165, b=0, c=16, d=76}
11: dec d      {a=479006165, b=0, c=16, d=75}
9: jnz d -2   {a=479006165, b=0, c=16, d=75}
10: inc a      {a=479006166, b=0, c=16, d=75}
11: dec d      {a=479006166, b=0, c=16, d=74}
9: jnz d -2   {a=479006166, b=0, c=16, d=74}
10: inc a      {a=479006167, b=0, c=16, d=74}
11: dec d      {a=479006167, b=0, c=16, d=73}
9: jnz d -2   {a=479006167, b=0, c=16, d=73}
10: inc a      {a=479006168, b=0, c=16, d=73}
11: dec d      {a=479006168, b=0, c=16, d=72}
9: jnz d -2   {a=479006168, b=0, c=16, d=72}
10: inc a      {a=479006169, b=0, c=16, d=72}
11: dec d      {a=479006169, b=0, c=16, d=71}
9: jnz d -2   {a=479006169, b=0, c=16, d=71}
10: inc a      {a=479006170, b=0, c=16, d=71}
11: dec d      {a=479006170, b=0, c=16, d=70}
9: jnz d -2   {a=479006170, b=0, c=16, d=70}
10: inc a      {a=479006171, b=0, c=16, d=70}
11: dec d      {a=479006171, b=0, c=16, d=69}
9: jnz d -2   {a=479006171, b=0, c=16, d=69}
10: inc a      {a=479006172, b=0, c=16, d=69}
11: dec d      {a=479006172, b=0, c=16, d=68}
9: jnz d -2   {a=479006172, b=0, c=16, d=68}
10: inc a      {a=479006173, b=0, c=16, d=68}
11: dec d      {a=479006173, b=0, c=16, d=67}
9: jnz d -2   {a=479006173, b=0, c=16, d=67}
10: inc a      {a=479006174, b=0, c=16, d=67}
11: dec d      {a=479006174, b=0, c=16, d=66}
9: jnz d -2   {a=479006174, b=0, c=16, d=66}
10: inc a      {a=479006175, b=0, c=16, d=66}
11: dec d      {a=479006175, b=0, c=16, d=65}
9: jnz d -2   {a=479006175, b=0, c=16, d=65}
10: inc a      {a=479006176, b=0, c=16, d=65}
11: dec d      {a=479006176, b=0, c=16, d=64}
9: jnz d -2   {a=479006176, b=0, c=16, d=64}
10: inc a      {a=479006177, b=0, c=16, d=64}
11: dec d      {a=479006177, b=0, c=16, d=63}
9: jnz d -2   {a=479006177, b=0, c=16, d=63}
10: inc a      {a=479006178, b=0, c=16, d=63}
11: dec d      {a=479006178, b=0, c=16, d=62}
9: jnz d -2   {a=479006178, b=0, c=16, d=62}
10: inc a      {a=479006179, b=0, c=16, d=62}
11: dec d      {a=479006179, b=0, c=16, d=61}
9: jnz d -2   {a=479006179, b=0, c=16, d=61}
10: inc a      {a=479006180, b=0, c=16, d=61}
11: dec d      {a=479006180, b=0, c=16, d=60}
9: jnz d -2   {a=479006180, b=0, c=16, d=60}
10: inc a      {a=479006181, b=0, c=16, d=60}
11: dec d      {a=479006181, b=0, c=16, d=59}
9: jnz d -2   {a=479006181, b=0, c=16, d=59}
10: inc a      {a=479006182, b=0, c=16, d=59}
11: dec d      {a=479006182, b=0, c=16, d=58}
9: jnz d -2   {a=479006182, b=0, c=16, d=58}
10: inc a      {a=479006183, b=0, c=16, d=58}
11: dec d      {a=479006183, b=0, c=16, d=57}
9: jnz d -2   {a=479006183, b=0, c=16, d=57}
10: inc a      {a=479006184, b=0, c=16, d=57}
11: dec d      {a=479006184, b=0, c=16, d=56}
9: jnz d -2   {a=479006184, b=0, c=16, d=56}
10: inc a      {a=479006185, b=0, c=16, d=56}
11: dec d      {a=479006185, b=0, c=16, d=55}
9: jnz d -2   {a=479006185, b=0, c=16, d=55}
10: inc a      {a=479006186, b=0, c=16, d=55}
11: dec d      {a=479006186, b=0, c=16, d=54}
9: jnz d -2   {a=479006186, b=0, c=16, d=54}
10: inc a      {a=479006187, b=0, c=16, d=54}
11: dec d      {a=479006187, b=0, c=16, d=53}
9: jnz d -2   {a=479006187, b=0, c=16, d=53}
10: inc a      {a=479006188, b=0, c=16, d=53}
11: dec d      {a=479006188, b=0, c=16, d=52}
9: jnz d -2   {a=479006188, b=0, c=16, d=52}
10: inc a      {a=479006189, b=0, c=16, d=52}
11: dec d      {a=479006189, b=0, c=16, d=51}
9: jnz d -2   {a=479006189, b=0, c=16, d=51}
10: inc a      {a=479006190, b=0, c=16, d=51}
11: dec d      {a=479006190, b=0, c=16, d=50}
9: jnz d -2   {a=479006190, b=0, c=16, d=50}
10: inc a      {a=479006191, b=0, c=16, d=50}
11: dec d      {a=479006191, b=0, c=16, d=49}
9: jnz d -2   {a=479006191, b=0, c=16, d=49}
10: inc a      {a=479006192, b=0, c=16, d=49}
11: dec d      {a=479006192, b=0, c=16, d=48}
9: jnz d -2   {a=479006192, b=0, c=16, d=48}
10: inc a      {a=479006193, b=0, c=16, d=48}
11: dec d      {a=479006193, b=0, c=16, d=47}
9: jnz d -2   {a=479006193, b=0, c=16, d=47}
10: inc a      {a=479006194, b=0, c=16, d=47}
11: dec d      {a=479006194, b=0, c=16, d=46}
9: jnz d -2   {a=479006194, b=0, c=16, d=46}
10: inc a      {a=479006195, b=0, c=16, d=46}
11: dec d      {a=479006195, b=0, c=16, d=45}
9: jnz d -2   {a=479006195, b=0, c=16, d=45}
10: inc a      {a=479006196, b=0, c=16, d=45}
11: dec d      {a=479006196, b=0, c=16, d=44}
9: jnz d -2   {a=479006196, b=0, c=16, d=44}
10: inc a      {a=479006197, b=0, c=16, d=44}
11: dec d      {a=479006197, b=0, c=16, d=43}
9: jnz d -2   {a=479006197, b=0, c=16, d=43}
10: inc a      {a=479006198, b=0, c=16, d=43}
11: dec d      {a=479006198, b=0, c=16, d=42}
9: jnz d -2   {a=479006198, b=0, c=16, d=42}
10: inc a      {a=479006199, b=0, c=16, d=42}
11: dec d      {a=479006199, b=0, c=16, d=41}
9: jnz d -2   {a=479006199, b=0, c=16, d=41}
10: inc a      {a=479006200, b=0, c=16, d=41}
11: dec d      {a=479006200, b=0, c=16, d=40}
9: jnz d -2   {a=479006200, b=0, c=16, d=40}
10: inc a      {a=479006201, b=0, c=16, d=40}
11: dec d      {a=479006201, b=0, c=16, d=39}
9: jnz d -2   {a=479006201, b=0, c=16, d=39}
10: inc a      {a=479006202, b=0, c=16, d=39}
11: dec d      {a=479006202, b=0, c=16, d=38}
9: jnz d -2   {a=479006202, b=0, c=16, d=38}
10: inc a      {a=479006203, b=0, c=16, d=38}
11: dec d      {a=479006203, b=0, c=16, d=37}
9: jnz d -2   {a=479006203, b=0, c=16, d=37}
10: inc a      {a=479006204, b=0, c=16, d=37}
11: dec d      {a=479006204, b=0, c=16, d=36}
9: jnz d -2   {a=479006204, b=0, c=16, d=36}
10: inc a      {a=479006205, b=0, c=16, d=36}
11: dec d      {a=479006205, b=0, c=16, d=35}
9: jnz d -2   {a=479006205, b=0, c=16, d=35}
10: inc a      {a=479006206, b=0, c=16, d=35}
11: dec d      {a=479006206, b=0, c=16, d=34}
9: jnz d -2   {a=479006206, b=0, c=16, d=34}
10: inc a      {a=479006207, b=0, c=16, d=34}
11: dec d      {a=479006207, b=0, c=16, d=33}
9: jnz d -2   {a=479006207, b=0, c=16, d=33}
10: inc a      {a=479006208, b=0, c=16, d=33}
11: dec d      {a=479006208, b=0, c=16, d=32}
9: jnz d -2   {a=479006208, b=0, c=16, d=32}
10: inc a      {a=479006209, b=0, c=16, d=32}
11: dec d      {a=479006209, b=0, c=16, d=31}
9: jnz d -2   {a=479006209, b=0, c=16, d=31}
10: inc a      {a=479006210, b=0, c=16, d=31}
11: dec d      {a=479006210, b=0, c=16, d=30}
9: jnz d -2   {a=479006210, b=0, c=16, d=30}
10: inc a      {a=479006211, b=0, c=16, d=30}
11: dec d      {a=479006211, b=0, c=16, d=29}
9: jnz d -2   {a=479006211, b=0, c=16, d=29}
10: inc a      {a=479006212, b=0, c=16, d=29}
11: dec d      {a=479006212, b=0, c=16, d=28}
9: jnz d -2   {a=479006212, b=0, c=16, d=28}
10: inc a      {a=479006213, b=0, c=16, d=28}
11: dec d      {a=479006213, b=0, c=16, d=27}
9: jnz d -2   {a=479006213, b=0, c=16, d=27}
10: inc a      {a=479006214, b=0, c=16, d=27}
11: dec d      {a=479006214, b=0, c=16, d=26}
9: jnz d -2   {a=479006214, b=0, c=16, d=26}
10: inc a      {a=479006215, b=0, c=16, d=26}
11: dec d      {a=479006215, b=0, c=16, d=25}
9: jnz d -2   {a=479006215, b=0, c=16, d=25}
10: inc a      {a=479006216, b=0, c=16, d=25}
11: dec d      {a=479006216, b=0, c=16, d=24}
9: jnz d -2   {a=479006216, b=0, c=16, d=24}
10: inc a      {a=479006217, b=0, c=16, d=24}
11: dec d      {a=479006217, b=0, c=16, d=23}
9: jnz d -2   {a=479006217, b=0, c=16, d=23}
10: inc a      {a=479006218, b=0, c=16, d=23}
11: dec d      {a=479006218, b=0, c=16, d=22}
9: jnz d -2   {a=479006218, b=0, c=16, d=22}
10: inc a      {a=479006219, b=0, c=16, d=22}
11: dec d      {a=479006219, b=0, c=16, d=21}
9: jnz d -2   {a=479006219, b=0, c=16, d=21}
10: inc a      {a=479006220, b=0, c=16, d=21}
11: dec d      {a=479006220, b=0, c=16, d=20}
9: jnz d -2   {a=479006220, b=0, c=16, d=20}
10: inc a      {a=479006221, b=0, c=16, d=20}
11: dec d      {a=479006221, b=0, c=16, d=19}
9: jnz d -2   {a=479006221, b=0, c=16, d=19}
10: inc a      {a=479006222, b=0, c=16, d=19}
11: dec d      {a=479006222, b=0, c=16, d=18}
9: jnz d -2   {a=479006222, b=0, c=16, d=18}
10: inc a      {a=479006223, b=0, c=16, d=18}
11: dec d      {a=479006223, b=0, c=16, d=17}
9: jnz d -2   {a=479006223, b=0, c=16, d=17}
10: inc a      {a=479006224, b=0, c=16, d=17}
11: dec d      {a=479006224, b=0, c=16, d=16}
9: jnz d -2   {a=479006224, b=0, c=16, d=16}
10: inc a      {a=479006225, b=0, c=16, d=16}
11: dec d      {a=479006225, b=0, c=16, d=15}
9: jnz d -2   {a=479006225, b=0, c=16, d=15}
10: inc a      {a=479006226, b=0, c=16, d=15}
11: dec d      {a=479006226, b=0, c=16, d=14}
9: jnz d -2   {a=479006226, b=0, c=16, d=14}
10: inc a      {a=479006227, b=0, c=16, d=14}
11: dec d      {a=479006227, b=0, c=16, d=13}
9: jnz d -2   {a=479006227, b=0, c=16, d=13}
10: inc a      {a=479006228, b=0, c=16, d=13}
11: dec d      {a=479006228, b=0, c=16, d=12}
9: jnz d -2   {a=479006228, b=0, c=16, d=12}
10: inc a      {a=479006229, b=0, c=16, d=12}
11: dec d      {a=479006229, b=0, c=16, d=11}
9: jnz d -2   {a=479006229, b=0, c=16, d=11}
10: inc a      {a=479006230, b=0, c=16, d=11}
11: dec d      {a=479006230, b=0, c=16, d=10}
9: jnz d -2   {a=479006230, b=0, c=16, d=10}
10: inc a      {a=479006231, b=0, c=16, d=10}
11: dec d      {a=479006231, b=0, c=16, d=9}
9: jnz d -2   {a=479006231, b=0, c=16, d=9}
10: inc a      {a=479006232, b=0, c=16, d=9}
11: dec d      {a=479006232, b=0, c=16, d=8}
9: jnz d -2   {a=479006232, b=0, c=16, d=8}
10: inc a      {a=479006233, b=0, c=16, d=8}
11: dec d      {a=479006233, b=0, c=16, d=7}
9: jnz d -2   {a=479006233, b=0, c=16, d=7}
10: inc a      {a=479006234, b=0, c=16, d=7}
11: dec d      {a=479006234, b=0, c=16, d=6}
9: jnz d -2   {a=479006234, b=0, c=16, d=6}
10: inc a      {a=479006235, b=0, c=16, d=6}
11: dec d      {a=479006235, b=0, c=16, d=5}
9: jnz d -2   {a=479006235, b=0, c=16, d=5}
10: inc a      {a=479006236, b=0, c=16, d=5}
11: dec d      {a=479006236, b=0, c=16, d=4}
9: jnz d -2   {a=479006236, b=0, c=16, d=4}
10: inc a      {a=479006237, b=0, c=16, d=4}
11: dec d      {a=479006237, b=0, c=16, d=3}
9: jnz d -2   {a=479006237, b=0, c=16, d=3}
10: inc a      {a=479006238, b=0, c=16, d=3}
11: dec d      {a=479006238, b=0, c=16, d=2}
9: jnz d -2   {a=479006238, b=0, c=16, d=2}
10: inc a      {a=479006239, b=0, c=16, d=2}
11: dec d      {a=479006239, b=0, c=16, d=1}
9: jnz d -2   {a=479006239, b=0, c=16, d=1}
10: inc a      {a=479006240, b=0, c=16, d=1}
11: dec d      {a=479006240, b=0, c=16, d=0}
12: jnz d -2   {a=479006240, b=0, c=16, d=0}
13: dec c      {a=479006240, b=0, c=15, d=0}
8: jnz c -5   {a=479006240, b=0, c=15, d=0}
9: cpy 80 d   {a=479006240, b=0, c=15, d=80}
10: inc a      {a=479006241, b=0, c=15, d=80}
11: dec d      {a=479006241, b=0, c=15, d=79}
9: jnz d -2   {a=479006241, b=0, c=15, d=79}
10: inc a      {a=479006242, b=0, c=15, d=79}
11: dec d      {a=479006242, b=0, c=15, d=78}
9: jnz d -2   {a=479006242, b=0, c=15, d=78}
10: inc a      {a=479006243, b=0, c=15, d=78}
11: dec d      {a=479006243, b=0, c=15, d=77}
9: jnz d -2   {a=479006243, b=0, c=15, d=77}
10: inc a      {a=479006244, b=0, c=15, d=77}
11: dec d      {a=479006244, b=0, c=15, d=76}
9: jnz d -2   {a=479006244, b=0, c=15, d=76}
10: inc a      {a=479006245, b=0, c=15, d=76}
11: dec d      {a=479006245, b=0, c=15, d=75}
9: jnz d -2   {a=479006245, b=0, c=15, d=75}
10: inc a      {a=479006246, b=0, c=15, d=75}
11: dec d      {a=479006246, b=0, c=15, d=74}
9: jnz d -2   {a=479006246, b=0, c=15, d=74}
10: inc a      {a=479006247, b=0, c=15, d=74}
11: dec d      {a=479006247, b=0, c=15, d=73}
9: jnz d -2   {a=479006247, b=0, c=15, d=73}
10: inc a      {a=479006248, b=0, c=15, d=73}
11: dec d      {a=479006248, b=0, c=15, d=72}
9: jnz d -2   {a=479006248, b=0, c=15, d=72}
10: inc a      {a=479006249, b=0, c=15, d=72}
11: dec d      {a=479006249, b=0, c=15, d=71}
9: jnz d -2   {a=479006249, b=0, c=15, d=71}
10: inc a      {a=479006250, b=0, c=15, d=71}
11: dec d      {a=479006250, b=0, c=15, d=70}
9: jnz d -2   {a=479006250, b=0, c=15, d=70}
10: inc a      {a=479006251, b=0, c=15, d=70}
11: dec d      {a=479006251, b=0, c=15, d=69}
9: jnz d -2   {a=479006251, b=0, c=15, d=69}
10: inc a      {a=479006252, b=0, c=15, d=69}
11: dec d      {a=479006252, b=0, c=15, d=68}
9: jnz d -2   {a=479006252, b=0, c=15, d=68}
10: inc a      {a=479006253, b=0, c=15, d=68}
11: dec d      {a=479006253, b=0, c=15, d=67}
9: jnz d -2   {a=479006253, b=0, c=15, d=67}
10: inc a      {a=479006254, b=0, c=15, d=67}
11: dec d      {a=479006254, b=0, c=15, d=66}
9: jnz d -2   {a=479006254, b=0, c=15, d=66}
10: inc a      {a=479006255, b=0, c=15, d=66}
11: dec d      {a=479006255, b=0, c=15, d=65}
9: jnz d -2   {a=479006255, b=0, c=15, d=65}
10: inc a      {a=479006256, b=0, c=15, d=65}
11: dec d      {a=479006256, b=0, c=15, d=64}
9: jnz d -2   {a=479006256, b=0, c=15, d=64}
10: inc a      {a=479006257, b=0, c=15, d=64}
11: dec d      {a=479006257, b=0, c=15, d=63}
9: jnz d -2   {a=479006257, b=0, c=15, d=63}
10: inc a      {a=479006258, b=0, c=15, d=63}
11: dec d      {a=479006258, b=0, c=15, d=62}
9: jnz d -2   {a=479006258, b=0, c=15, d=62}
10: inc a      {a=479006259, b=0, c=15, d=62}
11: dec d      {a=479006259, b=0, c=15, d=61}
9: jnz d -2   {a=479006259, b=0, c=15, d=61}
10: inc a      {a=479006260, b=0, c=15, d=61}
11: dec d      {a=479006260, b=0, c=15, d=60}
9: jnz d -2   {a=479006260, b=0, c=15, d=60}
10: inc a      {a=479006261, b=0, c=15, d=60}
11: dec d      {a=479006261, b=0, c=15, d=59}
9: jnz d -2   {a=479006261, b=0, c=15, d=59}
10: inc a      {a=479006262, b=0, c=15, d=59}
11: dec d      {a=479006262, b=0, c=15, d=58}
9: jnz d -2   {a=479006262, b=0, c=15, d=58}
10: inc a      {a=479006263, b=0, c=15, d=58}
11: dec d      {a=479006263, b=0, c=15, d=57}
9: jnz d -2   {a=479006263, b=0, c=15, d=57}
10: inc a      {a=479006264, b=0, c=15, d=57}
11: dec d      {a=479006264, b=0, c=15, d=56}
9: jnz d -2   {a=479006264, b=0, c=15, d=56}
10: inc a      {a=479006265, b=0, c=15, d=56}
11: dec d      {a=479006265, b=0, c=15, d=55}
9: jnz d -2   {a=479006265, b=0, c=15, d=55}
10: inc a      {a=479006266, b=0, c=15, d=55}
11: dec d      {a=479006266, b=0, c=15, d=54}
9: jnz d -2   {a=479006266, b=0, c=15, d=54}
10: inc a      {a=479006267, b=0, c=15, d=54}
11: dec d      {a=479006267, b=0, c=15, d=53}
9: jnz d -2   {a=479006267, b=0, c=15, d=53}
10: inc a      {a=479006268, b=0, c=15, d=53}
11: dec d      {a=479006268, b=0, c=15, d=52}
9: jnz d -2   {a=479006268, b=0, c=15, d=52}
10: inc a      {a=479006269, b=0, c=15, d=52}
11: dec d      {a=479006269, b=0, c=15, d=51}
9: jnz d -2   {a=479006269, b=0, c=15, d=51}
10: inc a      {a=479006270, b=0, c=15, d=51}
11: dec d      {a=479006270, b=0, c=15, d=50}
9: jnz d -2   {a=479006270, b=0, c=15, d=50}
10: inc a      {a=479006271, b=0, c=15, d=50}
11: dec d      {a=479006271, b=0, c=15, d=49}
9: jnz d -2   {a=479006271, b=0, c=15, d=49}
10: inc a      {a=479006272, b=0, c=15, d=49}
11: dec d      {a=479006272, b=0, c=15, d=48}
9: jnz d -2   {a=479006272, b=0, c=15, d=48}
10: inc a      {a=479006273, b=0, c=15, d=48}
11: dec d      {a=479006273, b=0, c=15, d=47}
9: jnz d -2   {a=479006273, b=0, c=15, d=47}
10: inc a      {a=479006274, b=0, c=15, d=47}
11: dec d      {a=479006274, b=0, c=15, d=46}
9: jnz d -2   {a=479006274, b=0, c=15, d=46}
10: inc a      {a=479006275, b=0, c=15, d=46}
11: dec d      {a=479006275, b=0, c=15, d=45}
9: jnz d -2   {a=479006275, b=0, c=15, d=45}
10: inc a      {a=479006276, b=0, c=15, d=45}
11: dec d      {a=479006276, b=0, c=15, d=44}
9: jnz d -2   {a=479006276, b=0, c=15, d=44}
10: inc a      {a=479006277, b=0, c=15, d=44}
11: dec d      {a=479006277, b=0, c=15, d=43}
9: jnz d -2   {a=479006277, b=0, c=15, d=43}
10: inc a      {a=479006278, b=0, c=15, d=43}
11: dec d      {a=479006278, b=0, c=15, d=42}
9: jnz d -2   {a=479006278, b=0, c=15, d=42}
10: inc a      {a=479006279, b=0, c=15, d=42}
11: dec d      {a=479006279, b=0, c=15, d=41}
9: jnz d -2   {a=479006279, b=0, c=15, d=41}
10: inc a      {a=479006280, b=0, c=15, d=41}
11: dec d      {a=479006280, b=0, c=15, d=40}
9: jnz d -2   {a=479006280, b=0, c=15, d=40}
10: inc a      {a=479006281, b=0, c=15, d=40}
11: dec d      {a=479006281, b=0, c=15, d=39}
9: jnz d -2   {a=479006281, b=0, c=15, d=39}
10: inc a      {a=479006282, b=0, c=15, d=39}
11: dec d      {a=479006282, b=0, c=15, d=38}
9: jnz d -2   {a=479006282, b=0, c=15, d=38}
10: inc a      {a=479006283, b=0, c=15, d=38}
11: dec d      {a=479006283, b=0, c=15, d=37}
9: jnz d -2   {a=479006283, b=0, c=15, d=37}
10: inc a      {a=479006284, b=0, c=15, d=37}
11: dec d      {a=479006284, b=0, c=15, d=36}
9: jnz d -2   {a=479006284, b=0, c=15, d=36}
10: inc a      {a=479006285, b=0, c=15, d=36}
11: dec d      {a=479006285, b=0, c=15, d=35}
9: jnz d -2   {a=479006285, b=0, c=15, d=35}
10: inc a      {a=479006286, b=0, c=15, d=35}
11: dec d      {a=479006286, b=0, c=15, d=34}
9: jnz d -2   {a=479006286, b=0, c=15, d=34}
10: inc a      {a=479006287, b=0, c=15, d=34}
11: dec d      {a=479006287, b=0, c=15, d=33}
9: jnz d -2   {a=479006287, b=0, c=15, d=33}
10: inc a      {a=479006288, b=0, c=15, d=33}
11: dec d      {a=479006288, b=0, c=15, d=32}
9: jnz d -2   {a=479006288, b=0, c=15, d=32}
10: inc a      {a=479006289, b=0, c=15, d=32}
11: dec d      {a=479006289, b=0, c=15, d=31}
9: jnz d -2   {a=479006289, b=0, c=15, d=31}
10: inc a      {a=479006290, b=0, c=15, d=31}
11: dec d      {a=479006290, b=0, c=15, d=30}
9: jnz d -2   {a=479006290, b=0, c=15, d=30}
10: inc a      {a=479006291, b=0, c=15, d=30}
11: dec d      {a=479006291, b=0, c=15, d=29}
9: jnz d -2   {a=479006291, b=0, c=15, d=29}
10: inc a      {a=479006292, b=0, c=15, d=29}
11: dec d      {a=479006292, b=0, c=15, d=28}
9: jnz d -2   {a=479006292, b=0, c=15, d=28}
10: inc a      {a=479006293, b=0, c=15, d=28}
11: dec d      {a=479006293, b=0, c=15, d=27}
9: jnz d -2   {a=479006293, b=0, c=15, d=27}
10: inc a      {a=479006294, b=0, c=15, d=27}
11: dec d      {a=479006294, b=0, c=15, d=26}
